self-learning capability?,Extra-courses did,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,Technical Score,Communication Score,Learning Score,Professional Score,Leadership Score,Personality Score,Career Readiness,Book_Category,Certification_Category,Workshop_Category,Subject_Category,Career_Area,Company_Category
0,1,0,0,1,0,1,3,14,7,1,22,1,7,7.700000000000001,5,2,2,0,3,1
1,1,0,0,0,1,1,3,8,6,2,16,2,6,5.4,0,3,0,4,2,4
1,0,0,0,1,1,1,3,12,11,1,24,2,11,8.05,5,3,1,1,3,1
1,0,0,0,1,1,1,3,20,11,1,32,2,11,11.25,6,1,2,4,3,0
1,0,0,1,1,1,0,3,11,11,1,23,2,12,7.65,5,3,1,4,0,0
0,0,0,1,0,1,0,3,16,14,0,30,2,15,10.200000000000001,3,3,0,4,0,0
1,1,0,0,1,0,0,3,21,6,2,29,1,7,10.450000000000001,0,1,2,4,0,0
0,1,0,1,0,1,1,3,13,9,1,23,2,9,7.95,3,2,1,4,3,3
1,1,0,0,1,0,1,3,17,14,2,33,1,14,10.850000000000001,3,3,3,4,3,4
0,0,1,1,1,0,0,3,18,10,1,29,1,11,10.049999999999999,0,3,3,0,2,0
1,0,1,1,0,1,1,3,7,13,2,22,2,13,6.750000000000001,1,2,1,4,3,2
0,1,1,0,0,0,0,3,21,14,2,37,1,15,12.450000000000001,1,2,1,1,1,0
1,0,0,1,0,0,0,3,15,7,1,23,1,8,8.1,3,3,1,1,0,3
0,1,1,1,0,0,1,3,11,12,2,25,1,12,7.950000000000001,6,2,2,4,2,1
1,1,0,1,1,0,1,3,18,7,2,27,1,7,9.5,1,0,0,4,3,3
0,0,0,1,0,0,1,3,17,11,0,28,1,11,9.700000000000001,1,3,3,1,3,4
0,1,1,0,0,0,1,3,11,6,2,19,1,6,6.450000000000001,1,3,0,4,3,3
0,1,1,0,0,0,1,3,16,10,2,28,1,10,9.450000000000001,1,1,1,4,1,1
1,1,1,1,0,0,1,3,16,4,3,23,1,4,8.15,2,2,0,2,3,0
1,0,0,1,0,1,0,3,15,10,1,26,2,11,9.0,3,0,0,2,0,1
1,0,0,0,0,0,0,3,22,10,1,33,1,11,11.65,3,3,1,1,3,1
1,0,0,0,0,1,0,3,11,14,1,26,2,15,8.4,2,4,1,4,0,0
1,1,0,1,0,0,0,3,9,11,2,22,1,12,6.9,0,1,3,4,2,3
1,0,1,0,0,1,1,3,13,8,2,23,2,8,7.9,1,0,2,0,3,3
1,1,1,0,1,1,1,3,18,6,3,27,2,6,9.6,5,3,1,0,3,0
0,1,1,1,1,1,0,3,14,9,2,25,2,10,8.55,3,0,0,2,1,0
1,0,0,0,0,1,0,3,16,13,1,30,2,14,10.15,1,2,3,1,3,0
0,1,0,1,1,1,0,3,12,13,1,26,2,14,8.55,2,3,3,0,3,3
1,0,0,0,0,1,1,3,15,9,1,25,2,9,8.75,3,3,2,0,0,2
1,0,1,0,0,0,0,3,11,10,2,23,1,11,7.450000000000001,2,2,1,0,1,1
1,0,0,0,1,0,0,3,7,10,1,18,1,11,5.650000000000001,3,3,2,4,3,0
1,0,1,1,1,0,1,3,19,6,2,27,1,6,9.650000000000002,5,3,0,1,1,4
0,0,0,1,0,1,0,3,15,10,0,25,2,11,8.8,0,3,2,3,3,4
0,1,1,0,1,0,0,3,15,10,2,27,1,11,9.05,3,2,0,2,0,0
1,1,1,1,0,0,0,3,5,9,3,17,1,10,5.0,2,0,0,4,3,0
1,1,0,0,1,1,0,3,13,10,2,25,2,11,8.4,6,2,3,4,0,0
1,1,1,0,1,1,1,3,9,12,3,24,2,12,7.499999999999999,2,4,1,4,3,1
0,1,0,1,0,0,0,3,11,13,1,25,1,14,8.0,3,3,3,4,2,2
1,1,1,1,1,1,1,3,16,5,3,24,2,5,8.55,5,3,2,0,3,1
0,0,0,1,1,1,0,3,15,11,0,26,2,12,9.05,5,0,3,1,1,1
0,0,0,0,1,0,0,3,11,8,0,19,1,9,6.550000000000001,3,3,0,1,3,0
1,1,0,0,0,1,0,3,17,10,2,29,2,11,10.000000000000002,6,0,2,0,3,4
1,1,0,1,1,1,0,3,15,11,2,28,2,12,9.450000000000001,6,2,0,4,3,0
0,1,0,1,1,1,0,3,10,8,1,19,2,9,6.5,0,0,2,1,1,0
0,0,1,0,1,0,1,3,15,9,1,25,1,9,8.6,1,3,0,4,3,3
0,1,0,0,1,1,1,3,19,11,1,31,2,11,10.850000000000001,0,3,0,0,2,0
1,0,0,1,1,0,1,3,9,13,1,23,1,13,7.2,5,0,2,3,2,3
0,0,1,1,1,0,1,3,16,9,1,26,1,9,9.0,3,0,3,4,2,3
0,1,1,0,0,0,0,3,13,6,2,21,1,7,7.250000000000001,2,3,2,0,3,1
1,1,1,1,0,0,0,3,14,5,3,22,1,6,7.600000000000001,1,3,3,1,1,4
0,1,0,1,1,1,0,3,10,6,1,17,2,7,6.0,3,3,3,4,3,3
1,0,0,0,1,0,0,3,11,10,1,22,1,11,7.250000000000001,5,1,2,1,0,3
1,0,0,1,1,1,0,3,12,12,1,25,2,13,8.3,2,2,3,2,3,0
1,0,1,0,1,0,1,3,11,5,2,18,1,5,6.200000000000001,1,3,1,0,3,1
1,0,1,1,1,1,0,3,23,11,2,36,2,12,12.650000000000002,6,3,0,4,3,2
0,0,1,0,0,0,0,3,15,9,1,25,1,10,8.6,1,3,1,4,1,2
1,1,1,1,1,1,0,3,9,4,3,16,2,5,5.499999999999999,6,3,3,4,3,0
0,1,0,0,1,1,1,3,15,8,1,24,2,8,8.5,0,4,1,3,3,1
0,1,0,0,1,0,1,3,13,12,1,26,1,12,8.549999999999999,5,3,1,4,3,3
0,0,1,1,1,1,1,3,12,12,1,25,2,12,8.3,3,3,0,1,3,1
1,1,1,0,0,1,0,3,19,5,3,27,2,6,9.750000000000002,6,3,0,1,1,0
0,0,1,0,1,1,1,3,22,6,1,29,2,6,10.8,5,3,1,3,1,2
1,1,1,1,0,1,0,3,9,11,3,23,2,12,7.249999999999999,3,2,1,4,1,1
1,1,0,0,0,0,0,3,18,9,2,29,1,10,10.0,2,3,0,4,1,3
1,0,0,0,1,0,0,3,12,12,1,25,1,13,8.15,0,2,1,4,3,0
1,1,1,0,0,1,0,3,22,10,3,35,2,11,12.200000000000001,1,0,0,4,3,3
1,0,1,1,1,0,1,3,13,9,2,24,1,9,8.0,3,2,2,4,3,0
0,1,1,0,1,0,1,3,18,6,2,26,1,6,9.25,3,3,1,4,2,4
0,0,1,0,1,1,1,3,11,14,1,26,2,14,8.4,3,3,3,4,3,2
0,1,1,0,1,0,0,3,20,4,2,26,1,5,9.55,2,0,3,4,2,4
0,0,0,1,1,0,0,3,5,9,0,14,1,10,4.4,3,3,3,4,3,4
0,1,1,0,1,0,1,3,8,13,2,23,1,13,7.000000000000001,2,1,1,1,0,2
1,1,1,1,0,1,1,3,14,7,3,24,2,7,8.250000000000002,3,1,2,0,2,3
0,1,0,0,1,1,1,3,8,11,1,20,2,11,6.45,1,0,2,4,0,1
1,1,0,0,1,1,1,3,14,12,2,28,2,12,9.300000000000002,0,2,3,0,0,0
0,0,1,0,0,1,0,3,18,14,1,33,2,15,11.2,5,3,2,1,2,4
0,0,0,1,0,0,1,3,13,6,0,19,1,6,6.8500000000000005,0,3,1,4,3,1
0,1,0,0,1,1,1,3,12,7,1,20,2,7,7.050000000000001,0,0,0,0,3,4
0,0,1,1,1,0,1,3,13,8,1,22,1,8,7.550000000000001,5,1,3,0,2,1
0,0,0,1,1,0,1,3,11,7,0,18,1,7,6.300000000000001,5,3,2,1,1,4
0,0,0,0,0,0,0,3,10,5,0,15,1,6,5.4,5,3,2,3,3,1
1,0,1,0,1,0,0,3,17,9,2,28,1,10,9.600000000000001,0,3,1,4,1,0
0,1,1,1,1,0,0,3,13,7,2,22,1,8,7.500000000000001,3,2,0,0,3,0
1,0,1,1,1,0,1,3,10,3,2,15,1,3,5.300000000000001,0,0,0,0,1,2
0,0,0,0,0,0,1,3,8,12,0,20,1,12,6.3500000000000005,3,3,2,1,1,0
0,1,1,0,0,0,1,3,12,6,2,20,1,6,6.850000000000001,3,2,2,4,3,1
0,1,1,0,1,0,1,3,10,6,2,18,1,6,6.050000000000001,1,2,0,1,3,0
1,0,1,0,1,0,1,3,13,13,2,28,1,13,9.0,1,3,2,0,3,3
0,0,0,1,1,0,0,3,18,6,0,24,1,7,8.85,6,2,3,0,3,2
0,0,0,1,0,1,1,3,18,6,0,24,2,6,9.0,6,3,3,1,3,4
0,1,1,1,1,0,1,3,13,13,2,28,1,13,9.0,1,3,0,3,3,0
1,0,0,0,0,1,0,3,10,10,1,21,2,11,7.0,2,1,0,1,0,1
1,1,0,0,0,1,0,3,19,9,2,30,2,10,10.550000000000002,5,2,3,3,2,1
1,1,1,0,0,1,1,3,17,5,3,25,2,5,8.950000000000001,3,3,2,0,2,4
1,0,1,0,1,1,1,3,8,13,2,23,2,13,7.15,4,3,3,0,3,3
0,1,0,1,0,1,1,3,7,13,1,21,2,13,6.550000000000001,1,3,2,1,2,3
0,0,0,1,1,0,1,3,5,5,0,10,1,5,3.4,1,2,0,3,2,4
1,0,0,1,1,1,1,3,14,8,1,23,2,8,8.100000000000001,5,2,0,1,3,3
1,1,0,1,0,0,0,3,12,4,2,18,1,5,6.350000000000001,0,3,2,4,0,1
1,0,0,0,0,1,0,3,14,13,1,28,2,14,9.350000000000001,0,3,0,4,3,0
1,0,1,0,1,0,0,3,5,7,2,14,1,8,4.300000000000001,1,0,0,0,2,1
1,0,0,1,1,1,1,3,17,9,1,27,2,9,9.55,2,4,2,0,3,2
1,0,0,0,1,0,0,3,13,9,1,23,1,10,7.800000000000001,5,0,3,0,1,3
0,1,0,0,0,1,1,3,5,8,1,14,2,8,4.5,5,0,0,0,3,2
1,1,1,1,1,0,0,3,12,13,3,28,1,14,8.8,1,3,0,4,1,4
0,0,1,1,1,1,1,3,14,6,1,21,2,6,7.6000000000000005,3,3,3,4,1,4
1,1,0,1,1,1,1,3,11,8,2,21,2,8,7.1000000000000005,0,4,0,2,3,3
0,1,0,0,1,1,0,3,14,8,1,23,2,9,8.100000000000001,1,3,0,1,2,0
1,1,0,0,1,0,1,3,12,11,2,25,1,11,8.100000000000001,0,0,2,1,2,3
0,1,0,1,1,1,1,3,16,10,1,27,2,10,9.4,3,3,2,1,2,0
0,1,1,1,1,0,1,3,13,4,2,19,1,4,6.750000000000001,5,0,0,2,3,4
1,1,1,1,1,1,0,3,15,11,3,29,2,12,9.65,1,3,3,1,3,0
1,1,0,0,0,0,0,3,13,8,2,23,1,9,7.750000000000001,1,4,2,1,0,3
1,1,0,0,0,1,0,3,10,7,2,19,2,8,6.45,0,2,1,4,3,3
1,1,0,1,0,1,0,3,13,10,2,25,2,11,8.4,5,1,2,1,3,0
0,1,1,1,1,0,1,3,8,14,2,24,1,14,7.250000000000001,6,3,2,1,2,4
0,0,0,1,1,0,0,3,11,12,0,23,1,13,7.550000000000001,6,3,1,1,3,1
1,1,0,0,1,0,1,3,14,10,2,26,1,10,8.650000000000002,5,4,1,1,1,0
0,1,0,1,1,0,0,3,17,12,1,30,1,13,10.15,6,2,0,1,1,1
1,1,0,0,0,1,1,3,8,13,2,23,2,13,7.15,6,2,0,1,2,0
1,1,0,0,0,0,1,3,8,10,2,20,1,10,6.250000000000001,5,0,1,4,0,0
1,1,0,1,0,1,0,3,16,6,2,24,2,7,8.600000000000001,5,1,3,0,2,3
1,1,1,0,0,1,0,3,11,13,3,27,2,14,8.55,0,2,0,1,3,0
1,0,1,1,1,0,1,3,14,10,2,26,1,10,8.650000000000002,3,0,2,4,2,0
1,1,1,0,1,1,0,3,20,7,3,30,2,8,10.65,2,1,3,1,0,2
1,0,0,0,1,0,1,3,17,9,1,27,1,9,9.4,2,1,0,1,1,2
0,1,1,1,1,1,0,3,22,4,2,28,2,5,10.500000000000002,5,4,0,4,3,3
0,0,0,1,1,0,0,3,12,9,0,21,1,10,7.200000000000001,6,0,3,4,3,4
0,0,1,1,1,1,0,3,19,7,1,27,2,8,9.850000000000001,2,2,3,1,2,0
0,0,1,1,0,0,0,3,11,10,1,22,1,11,7.250000000000001,3,2,3,4,0,2
0,0,1,0,1,0,0,3,9,10,1,20,1,11,6.45,2,1,0,1,2,3
0,1,1,1,1,0,1,3,15,12,2,29,1,12,9.55,3,3,2,3,1,3
1,0,1,1,0,0,0,3,8,9,2,19,1,10,6.000000000000001,3,2,2,0,2,0
0,1,1,0,1,0,1,2,8,9,2,19,1,9,6.000000000000001,5,0,0,1,3,2
0,1,1,1,0,1,0,2,13,7,2,22,2,8,7.65,6,3,1,4,3,1
1,1,0,1,0,0,0,2,13,11,2,26,1,12,8.5,2,3,0,1,3,1
0,0,0,1,0,1,1,2,8,5,0,13,2,5,4.75,5,1,3,1,0,0
0,1,0,1,0,1,0,2,18,7,1,26,2,8,9.45,5,3,2,0,3,3
1,1,0,0,1,1,0,2,15,9,2,26,2,10,8.950000000000001,3,3,3,4,1,2
1,0,0,1,0,1,1,2,14,14,1,29,2,14,9.600000000000001,5,3,0,3,3,1
0,0,1,1,1,0,0,2,4,8,1,13,1,9,3.95,5,3,2,4,0,1
0,1,1,0,0,0,1,2,8,13,2,23,1,13,7.000000000000001,1,0,3,1,3,3
1,1,0,1,0,0,0,2,15,13,2,30,1,14,9.8,2,0,0,4,3,0
1,1,1,1,0,0,0,2,14,11,3,28,1,12,9.100000000000001,0,2,0,1,3,3
1,1,1,1,0,0,1,2,16,14,3,33,1,14,10.65,4,0,3,1,3,0
1,1,0,1,1,0,1,2,13,9,2,24,1,9,8.0,6,4,3,2,0,0
1,0,0,1,0,0,1,2,11,15,1,27,1,15,8.5,0,1,0,1,3,0
0,0,1,1,0,0,1,2,5,10,1,16,1,10,4.8500000000000005,3,3,1,4,1,0
1,1,1,1,1,1,1,2,10,8,3,21,2,8,6.8999999999999995,6,1,0,4,3,3
1,0,0,0,1,1,1,2,16,8,1,25,2,8,8.9,3,3,2,4,3,1
0,0,1,0,1,0,1,2,15,11,1,27,1,11,9.1,1,0,3,3,3,0
1,0,0,1,1,0,0,2,11,8,1,20,1,9,6.750000000000001,1,3,2,3,0,3
1,0,1,1,0,1,0,2,13,13,2,28,2,14,9.15,1,3,3,4,1,3
0,1,0,0,0,1,0,2,16,8,1,25,2,9,8.9,1,3,2,3,1,4
1,0,0,0,1,0,1,2,9,11,1,21,1,11,6.7,2,2,2,2,3,4
0,1,1,1,0,1,1,2,14,11,2,27,2,11,9.050000000000002,1,2,2,1,3,0
0,1,1,1,1,1,1,2,10,10,2,22,2,10,7.2,2,3,3,0,2,1
1,1,0,0,1,1,0,2,12,11,2,25,2,12,8.250000000000002,3,3,3,4,0,0
1,0,0,0,0,0,0,2,6,9,1,16,1,10,5.000000000000001,3,3,3,1,3,0
1,1,0,1,0,0,0,2,17,15,2,34,1,16,11.100000000000001,4,3,1,3,3,4
1,0,0,1,1,0,1,2,17,7,1,25,1,7,8.9,0,3,1,4,0,4
1,1,1,1,1,1,0,2,15,12,3,30,2,13,9.9,5,3,2,4,3,0
0,1,0,0,1,0,0,2,19,8,1,28,1,9,9.950000000000001,2,1,3,4,0,3
1,0,1,1,1,1,0,2,6,7,2,15,2,8,4.8500000000000005,5,4,1,1,1,4
1,1,0,0,1,0,0,2,9,7,2,18,1,8,5.9,1,3,3,4,2,0
0,1,0,1,1,0,1,2,15,7,1,23,1,7,8.1,2,2,1,4,3,0
0,0,1,1,0,1,0,2,13,11,1,25,2,12,8.450000000000001,1,3,1,2,1,2
1,0,1,1,0,1,1,2,23,6,2,31,2,6,11.400000000000002,3,1,0,0,3,4
0,1,1,0,0,1,1,2,12,10,2,24,2,10,8.000000000000002,0,3,3,0,2,2
1,1,0,0,0,1,1,2,12,11,2,25,2,11,8.250000000000002,6,3,0,4,3,0
1,0,1,0,1,1,0,2,15,11,2,28,2,12,9.450000000000001,1,2,0,4,1,2
0,0,1,0,1,0,0,2,20,6,1,27,1,7,9.85,0,3,2,0,3,0
0,1,0,1,1,0,1,2,8,7,1,16,1,7,5.300000000000001,0,2,3,1,2,4
1,0,0,1,0,1,1,2,11,12,1,24,2,12,7.9,0,3,0,0,0,4
1,0,0,1,1,0,1,2,9,11,1,21,1,11,6.7,6,0,1,1,0,1
1,1,0,0,1,1,0,2,16,6,2,24,2,7,8.600000000000001,6,2,3,1,3,3
0,0,1,0,0,0,1,2,18,11,1,30,1,11,10.299999999999999,6,3,3,2,2,4
0,0,1,1,1,1,0,2,12,8,1,21,2,9,7.300000000000001,6,3,0,3,3,0
1,0,1,0,0,0,1,2,6,9,2,17,1,9,5.200000000000001,1,3,2,1,3,3
0,0,0,0,1,0,0,2,18,13,0,31,1,14,10.6,1,2,2,0,3,3
1,1,0,1,0,1,1,2,9,7,2,18,2,7,6.05,0,1,3,1,0,0
0,1,0,0,1,1,1,2,9,9,1,19,2,9,6.35,1,3,2,1,3,0
0,1,1,0,0,0,1,2,17,7,2,26,1,7,9.100000000000001,6,3,1,2,3,4
1,1,1,1,0,0,1,2,15,7,3,25,1,7,8.5,5,3,3,2,0,4
0,0,1,0,0,1,0,2,10,11,1,22,2,12,7.25,1,3,1,0,3,4
0,1,0,1,1,1,1,2,16,13,1,30,2,13,10.15,5,3,0,3,1,1
0,0,1,0,0,0,0,2,14,12,1,27,1,13,8.950000000000001,3,2,0,0,3,3
1,0,0,1,0,0,0,2,15,11,1,27,1,12,9.1,3,1,1,4,3,1
0,0,1,1,0,1,1,2,17,4,1,22,2,4,8.3,1,3,1,4,3,4
1,1,1,1,0,0,0,2,12,10,3,25,1,11,8.05,5,3,2,1,1,1
1,1,1,1,0,1,1,2,8,13,3,24,2,13,7.3500000000000005,6,1,0,4,3,0
1,0,1,0,0,0,0,2,8,9,2,19,1,10,6.000000000000001,3,3,2,4,2,4
0,1,1,0,0,0,1,2,4,7,2,13,1,7,3.9,0,4,2,1,3,0
1,1,1,0,0,0,1,2,13,13,3,29,1,13,9.2,4,1,3,1,3,3
0,0,1,1,1,0,1,2,5,7,1,13,1,7,4.1000000000000005,2,3,0,4,3,4
0,0,0,1,0,0,0,2,17,11,0,28,1,12,9.700000000000001,5,1,3,4,3,1
1,0,1,0,0,1,0,2,17,9,2,28,2,10,9.750000000000002,6,3,2,1,3,3
1,1,0,0,1,1,1,2,7,7,2,16,2,7,5.250000000000001,0,2,2,4,3,0
0,0,1,1,1,1,0,2,11,8,1,20,2,9,6.9,6,3,0,2,3,4
1,1,1,1,1,0,1,2,13,10,3,26,1,10,8.450000000000001,3,0,0,2,1,0
1,1,0,1,1,0,0,2,4,11,2,17,1,12,4.9,0,1,2,2,1,0
1,1,1,0,0,1,1,2,18,12,3,33,2,12,11.1,0,3,2,4,2,1
1,1,0,0,1,0,0,2,12,14,2,28,1,15,8.850000000000001,4,0,0,2,3,2
0,1,1,0,0,1,1,2,18,11,2,31,2,11,10.65,6,2,2,1,2,1
1,1,1,0,1,1,0,2,12,10,3,25,2,11,8.200000000000001,1,3,2,4,3,2
1,0,1,0,1,0,1,2,13,5,2,20,1,5,7.000000000000001,1,3,2,1,3,1
1,0,1,1,1,1,0,2,15,10,2,27,2,11,9.200000000000001,0,2,1,1,3,1
1,0,0,1,1,1,1,2,9,14,1,24,2,14,7.6,5,4,0,1,2,0
1,0,1,1,1,0,0,2,13,9,2,24,1,10,8.0,0,3,1,0,3,1
0,1,1,0,1,0,0,2,20,6,2,28,1,7,10.05,6,3,3,4,3,0
0,0,1,0,1,0,1,2,11,10,1,22,1,10,7.250000000000001,1,2,0,1,0,4
1,0,0,0,0,0,1,2,13,10,1,24,1,10,8.05,0,2,1,0,2,2
1,1,1,0,0,1,0,2,17,9,3,29,2,10,9.950000000000001,3,2,0,3,2,4
0,0,0,1,0,1,1,2,13,11,0,24,2,11,8.25,6,1,0,1,0,4
0,1,1,0,1,1,1,2,14,3,2,19,2,3,7.050000000000001,3,3,3,0,0,1
1,0,0,0,0,0,0,2,15,11,1,27,1,12,9.1,5,1,2,0,3,3
1,0,0,1,0,0,0,2,9,10,1,20,1,11,6.45,3,4,2,2,3,1
0,0,0,1,0,0,1,2,12,6,0,18,1,6,6.450000000000001,2,2,2,1,3,1
0,0,0,1,1,1,0,2,17,9,0,26,2,10,9.350000000000001,6,3,0,4,3,1
0,0,0,1,0,0,1,2,12,9,0,21,1,9,7.200000000000001,0,4,1,1,2,4
0,1,1,0,0,1,0,2,19,12,2,33,2,13,11.300000000000002,2,4,1,4,3,0
0,1,1,0,0,0,1,2,15,6,2,23,1,6,8.05,4,1,0,4,3,1
0,1,1,0,0,1,0,2,15,11,2,28,2,12,9.450000000000001,4,3,1,1,0,0
1,0,1,1,0,0,1,2,11,11,2,24,1,11,7.700000000000001,0,2,0,2,2,0
1,1,1,1,1,0,1,2,18,14,3,35,1,14,11.45,5,4,2,0,0,3
0,1,0,1,0,1,0,2,15,10,1,26,2,11,9.0,6,2,0,2,0,3
0,1,1,0,0,1,0,2,19,7,2,28,2,8,10.050000000000002,2,2,0,4,1,3
0,0,0,1,1,0,0,2,5,12,0,17,1,13,5.15,6,2,0,1,1,3
0,0,1,0,1,1,1,2,13,6,1,20,2,6,7.2,4,0,1,4,3,0
1,1,0,1,0,0,1,2,13,6,2,21,1,6,7.250000000000001,2,3,0,1,0,3
1,0,0,0,0,1,0,2,17,6,1,24,2,7,8.8,1,1,0,1,2,2
1,1,0,0,0,1,0,2,12,13,2,27,2,14,8.750000000000002,1,3,2,2,2,1
1,0,0,1,0,0,1,2,14,11,1,26,1,11,8.700000000000001,3,4,0,4,2,1
1,1,1,1,0,0,1,2,6,8,3,17,1,8,5.15,1,3,3,3,3,0
1,1,1,1,1,0,0,2,11,7,3,21,1,8,6.9,0,4,3,0,1,4
0,0,0,1,0,0,0,2,14,7,0,21,1,8,7.500000000000001,5,4,0,1,1,3
1,0,1,0,0,0,1,2,14,8,2,24,1,8,8.15,2,0,1,4,1,0
1,1,1,1,1,0,1,2,13,7,3,23,1,7,7.700000000000001,1,3,3,4,0,4
0,0,0,1,1,1,1,2,13,10,0,23,2,10,8.0,3,2,0,0,3,1
1,1,1,1,0,0,0,2,9,10,3,22,1,11,6.85,1,3,2,2,3,0
1,0,0,1,1,1,0,2,19,12,1,32,2,13,11.100000000000001,0,2,0,3,0,3
0,0,0,0,1,1,1,2,10,7,0,17,2,7,6.05,1,2,3,1,3,1
1,1,0,0,1,1,0,2,21,6,2,29,2,7,10.600000000000001,0,4,3,4,0,3
1,0,0,0,0,1,0,2,17,10,1,28,2,11,9.8,2,4,1,0,1,0
0,0,0,0,0,1,0,2,13,6,0,19,2,7,7.0,2,4,2,4,0,1
0,1,0,1,0,0,1,2,13,10,1,24,1,10,8.05,2,2,1,4,3,1
0,1,1,0,1,1,0,2,4,12,2,18,2,13,5.3,5,3,3,4,3,1
1,1,0,0,1,0,1,2,8,8,2,18,1,8,5.750000000000001,1,3,3,4,0,4
0,0,1,0,0,1,1,2,10,7,1,18,2,7,6.25,5,1,1,1,3,4
1,1,0,1,0,0,0,2,19,8,2,29,1,9,10.150000000000002,1,1,0,4,2,1
0,1,0,1,1,1,1,2,16,6,1,23,2,6,8.4,3,3,2,4,3,4
0,0,1,0,0,0,0,2,9,13,1,23,1,14,7.2,6,3,2,0,3,4
1,1,0,1,1,0,0,2,9,7,2,18,1,8,5.9,5,2,3,0,1,4
1,0,1,1,1,0,1,2,24,8,2,34,1,8,12.150000000000002,0,2,2,3,3,2
0,1,0,1,0,0,1,2,22,7,1,30,1,7,10.9,2,3,0,1,1,4
1,1,1,1,0,0,0,2,12,7,3,22,1,8,7.300000000000001,3,0,2,2,0,0
1,0,0,1,1,0,0,2,8,10,1,19,1,11,6.050000000000001,1,3,2,4,3,3
0,1,0,1,1,0,1,2,19,8,1,28,1,8,9.950000000000001,5,1,0,4,0,0
0,1,1,0,0,0,0,2,10,11,2,23,1,12,7.300000000000001,5,0,3,2,2,3
0,0,0,0,1,0,0,2,8,7,0,15,1,8,5.1000000000000005,0,3,1,4,3,0
1,0,0,0,1,0,1,2,14,14,1,29,1,14,9.450000000000001,3,3,1,4,3,1
1,0,1,0,0,0,1,2,8,6,2,16,1,6,5.250000000000001,6,2,0,1,0,2
0,1,0,1,0,1,1,2,14,11,1,26,2,11,8.850000000000001,6,2,3,4,3,0
1,0,1,1,1,1,1,2,9,10,2,21,2,10,6.8,5,2,2,0,3,4
0,0,1,1,0,1,0,2,19,7,1,27,2,8,9.850000000000001,1,2,1,4,0,3
1,0,1,0,0,0,1,2,7,12,2,21,1,12,6.350000000000001,0,3,3,4,1,0
1,0,0,1,0,1,1,2,17,14,1,32,2,14,10.8,0,3,1,0,3,1
0,1,1,0,1,1,0,2,8,11,2,21,2,12,6.65,0,4,3,4,0,4
0,0,1,1,0,1,1,2,12,6,1,19,2,6,6.800000000000001,5,3,2,1,3,4
0,1,1,0,0,0,1,2,10,11,2,23,1,11,7.300000000000001,6,2,2,1,3,4
0,1,0,1,0,0,1,2,17,6,1,24,1,6,8.65,1,1,3,0,1,1
0,1,1,0,0,1,1,2,10,10,2,22,2,10,7.2,2,3,0,4,3,4
0,1,0,0,0,0,0,2,14,4,1,19,1,5,6.950000000000001,6,3,0,4,3,2
0,0,1,0,0,0,1,2,12,7,1,20,1,7,6.900000000000001,6,0,1,2,3,0
0,1,0,0,0,0,1,2,11,12,1,24,1,12,7.750000000000001,6,3,0,0,3,4
0,1,1,0,0,0,0,2,15,9,2,26,1,10,8.8,3,3,0,0,2,0
1,1,0,1,1,1,0,2,7,14,2,23,2,15,7.000000000000001,6,1,2,1,2,4
0,0,0,1,1,1,0,2,10,8,0,18,2,9,6.3,1,3,0,2,3,4
1,1,1,1,1,0,1,2,5,8,3,16,1,8,4.75,5,1,3,0,2,4
1,0,0,1,0,0,0,2,19,11,1,31,1,12,10.700000000000001,0,3,0,4,2,2
0,0,0,0,1,0,0,2,14,6,0,20,1,7,7.250000000000001,6,3,0,1,0,3
0,1,0,1,0,0,1,2,8,12,1,21,1,12,6.550000000000001,3,3,1,0,3,2
1,1,1,1,1,1,1,2,16,9,3,28,2,9,9.55,2,3,2,4,3,0
0,0,0,0,0,0,1,2,12,7,0,19,1,7,6.700000000000001,0,3,3,1,3,1
0,1,1,0,0,1,0,2,19,8,2,29,2,9,10.300000000000002,6,2,2,2,2,3
0,1,1,1,1,0,1,2,10,10,2,22,1,10,7.050000000000001,1,3,0,4,0,0
0,0,0,1,0,1,1,2,18,5,0,23,2,5,8.75,4,2,1,1,2,0
1,1,0,1,0,1,0,2,13,4,2,19,2,5,6.9,0,3,0,4,2,1
0,0,1,0,1,1,1,2,23,10,1,34,2,10,12.200000000000001,5,3,2,2,3,0
1,0,1,0,1,0,0,2,13,6,2,21,1,7,7.250000000000001,0,4,2,1,3,1
0,0,0,1,1,1,1,2,16,12,0,28,2,12,9.700000000000001,5,0,1,1,0,0
1,0,1,1,1,1,0,2,21,6,2,29,2,7,10.600000000000001,0,4,3,2,2,0
1,1,1,1,0,1,1,2,10,12,3,25,2,12,7.8999999999999995,3,2,1,4,3,4
1,1,1,1,0,0,1,2,11,12,3,26,1,12,8.15,2,3,3,4,3,1
0,0,1,0,0,0,1,2,10,12,1,23,1,12,7.3500000000000005,0,3,1,0,1,0
0,1,0,0,0,1,1,2,19,4,1,24,2,4,9.100000000000001,5,0,2,4,3,0
1,1,0,1,1,1,1,2,9,10,2,21,2,10,6.8,1,4,0,1,3,3
0,0,0,0,1,1,1,2,8,5,0,13,2,5,4.75,0,0,3,1,2,4
0,0,0,0,0,0,1,2,18,14,0,32,1,14,10.85,0,1,1,0,3,4
1,1,1,1,1,0,1,2,12,13,3,28,1,13,8.8,1,2,3,2,3,3
